Fri May 01 19:15:17 +0000 2026	pure_eng	6	0	@szabdollahi صاحب کسب و کار اینترنت داشته باشه مشتری نداشته باشه میخواد چیکار؟ اینا رو که نوشتین فکرم کردین راجبش؟ یا همینجوری گفتین برم یه دور سفید شویی کنم؟ دلیل وجود اینترنت پرو کلا مذخرفه، چه برسه به اینکه خودش چی هست	https://x.com/pure_eng/status/2050292995245617353
Fri May 01 18:23:00 +0000 2026	_Rami_CiaOo	26	0	دلم واسه دوستای ایران تنگ شده… ولی حداقل فهمیدم دوستامو‌خوب انتخاب کردم.\nهیچکدومشون حاضر نشدن بله بریزن یا با اینترنت پرو وصل شن	https://x.com/_Rami_CiaOo/status/2050279837219053866
Fri May 01 18:20:50 +0000 2026	Eliyas110	5	0	الان روی اینترنت پرو فقط سایفون وصل میشه	https://x.com/Eliyas110/status/2050279293989613976
Fri May 01 18:16:55 +0000 2026	comondo021	7	0	دم یزید شمر گرم !!زمانی که آب قطع کردن تو بازارسیاه مشک آب پرو نفروختن.\nشل نامو‌س اینترنت وصل کن. \n#DigitalBlackOutIran‌\n#KingRezaPahlavi‌ForIran\n#انقلاب_ملی_شیروخورشید	https://x.com/comondo021/status/2050278305887134157
Fri May 01 18:10:53 +0000 2026	SolomonDA_King	11	0	فکر کنم این داستان اینترنت پرو همراه اول همون پکیج های سرعت بالای 5G هست که قبلا با قیمت نجومی اپراتورها گذاشته بودن و چون چند برابر پکیج های عادی بود کسی نمیخرید \nالان با شگرد بین المللی دارن میفروشنش …	https://x.com/SolomonDA_King/status/2050276787444130263
Fri May 01 18:10:02 +0000 2026	Farazein7	1	0	همین کانفیگ ها روی سرور آروانه حتی اگر آی‌پی استارلینک باشه بازم باید از شبکه ایران رد بشه ... در اصل دارند از این قطعی نت نوندونی درست کردن ... قطعی اصلی توی دی بود .. الان کلن نت طبقاتی شده پولدارا کانفیگ میخرن یسری مادرجنده اینترنت پرو سیم کارت سفید	https://x.com/Farazein7/status/2050276575048880493
		0	0		https://x.com//status/
Fri May 01 18:08:11 +0000 2026	themahgin	2792	381	نه عزیز من ۶۲ روز قطعی اینترنت عادی نیست\nکانفیگ گیگی ۵۰۰ هزار تومن عادی نیست\nعدم دسترسی به گوگل و چت جی پی تی و ساده ترین چیز ها عادی نیست\nاون اینترنت پرو و سیم کارت سفید پذیرفته نیست\nاینترنت طبقاتی پذیرفته نیست\n\nاین کثافتی که ما گذروندیم اسمش زندگی نیست	https://x.com/themahgin/status/2050276108801659049
Fri May 01 16:04:09 +0000 2026	mehrdad__ir	0	0	@Mohammad_kali اینترنت رو باید وصل کنن قحبه زاده اینترنت سفید!\nنابود کردید ایرانو سیکتیر کنید مادر جنده خا	https://x.com/mehrdad__ir/status/2050244894191395011
Fri May 01 15:57:52 +0000 2026	Ehsaninfrag	1	0	@AlphaM96937 ترون بدید… حتی مبالغ کم شما ۳۰ ۲۰ دلار ترونی که بهمون میدید میتونه روز ها یا هفته ها مارو وصل نگه داره…. وضع ما بده و هیچ پولی هم نداریم… ۴ ماهه کارمون نابود شده نون خوردن نداریم ولی شرفمونو برای اینترنت پرو نفروختیم… بدون حمایت مالی نمیتونیم دووم بیاریم….	https://x.com/Ehsaninfrag/status/2050243314725597453
Fri May 01 15:40:15 +0000 2026	mrboooogh	2	0	اجازه بدید باور نکنم که باز نکردن اینترنت دلیل امنیتی داره وقتی فروش vpn مثل نقل و نبات آزاده! اینترنت پرو هم برای تیغ زدن ملت توسط اپراتورها آزاده!	https://x.com/mrboooogh/status/2050238882512306397
Fri May 01 14:52:34 +0000 2026	mabbasi90	4	0	@ICTIRI حقوق فروردین ۱۴۰۴ نسبت به فروردین ۱۴۰۵ ارزشش بیشتر بود\nحالا با سیم کارت سفید بی‌شرفی‌تو جار بزن\nادمین بی‌ناموس وزارت قطع ارتباطات دشمن مردم ایران	https://x.com/mabbasi90/status/2050226881891328183
Fri May 01 13:10:41 +0000 2026	iamnotnima	1	0	این که یه عده میگن دیگه اینترنت وصل نمیشه و دیگه قرار نیست وصل کنن هم یه جور میره تو مخم. بابا اینترنت پرو مال قبل جنگه تصویبش.	https://x.com/iamnotnima/status/2050201239711830202
Fri May 01 13:06:59 +0000 2026	ghmemollahosein	0	0	@mah_dokht69 خودمون بهونه دستشون میدیم واقعا…\nوصل نمیکنن ولی vpnگیگی ۵۰۰ هزار سرور ابر اروان برای کانکت شدن میفروشن\nوصل نمیکنن ولی اینترنت پرو ۴۰ تومن گیگی میدن درست نیست\nمردم دارن اذیت میشن باید دیگ وصل کرد‌	https://x.com/ghmemollahosein/status/2050200312036946386
Fri May 01 13:01:19 +0000 2026	seday_balooch	0	0	انجمن‌های دانشگاه تهران در نامه‌ای از طرح «اینترنت طبقاتی» انتقاد کردند\n\n انجمن‌های دانشکده‌های دانشگاه تهران و علوم پزشکی تهران در نامه‌ای به وزیران علوم و بهداشت، طرح اینترنت طبقاتی را در شرایط تداوم قطعی اینترنت بین‌الملل مورد انتقاد قرار دادند.\n\nhttps://t.co/VCU8PEYwJe https://t.co/RIvo8nuJ1Y	https://x.com/seday_balooch/status/2050198883775451287
Fri May 01 12:57:55 +0000 2026	Amammadhosein	2	0	@Timematters3 @NystagmusY اگه اینترنت رو اونطوری طبقاتی میکردن باید مردم عادی بدون پول و سیمکارت خاصی مثلا به جای ۲۴ ساعن در روز میتونستن چند ساعت در روز وصل شن به نت بین الملل یا از هر ۲ نفر یکیش وصل میشد به نت بین الملل	https://x.com/Amammadhosein/status/2050198028737257846
Fri May 01 12:53:49 +0000 2026	Iranlenss	0	0	#وزارت_ارتباطات #اينترنت #lamansiónvip #خان_کی_مزاحمت_کے_1ہزار_دن \nوزارت ارتباطات: اینترنت پرو طرح رسمی نیست https://t.co/JMBFvpqQWV	https://x.com/Iranlenss/status/2050196996259037208
Fri May 01 12:45:34 +0000 2026	WhiteSimWatch	0	0	اینترنت طبقاتی نه تنها موارد بالا رو رفع نمیکنه،‌ بلکه تبعیض و فرصت نابرابر هم اضافه میکنه. قشر قوی‌تر برای کارهاشون اینترنت طبقاتی می‌گیرند، اما مردم عادی پشت دیوار می‌مونن. در ادبیات بین‌الملل به این می‌گن digital discrimination \n\nتبعیض دیجیتال در دسترسی به ابزار، دانش و فرصت.	https://x.com/WhiteSimWatch/status/2050194919906558331
Fri May 01 12:01:34 +0000 2026	adam_rizbin	0	0	دارم دیوانه میشم.\nگزارش ضد و نقیض زیر یا کار  BBC موذی است یا نشانه ریاکاری عمال دستگاه خلافت فقیه..\nیارو میگه اینترنت پرو طرح وزارت ارتباطات نیست ولی بلافاصله میگه این طرح را برای حمایت از کسب و کارها راه انداختن..\nاحتمالا این طرح سودجویانه کار ساواجاا و سپاه بوده.\nنظر شما چیه؟ https://t.co/4Sr2pf848f	https://x.com/adam_rizbin/status/2050183846780637692
Fri May 01 12:00:01 +0000 2026	RobberFoul	9	0	@konnjed مطمئن باش که برنمی‌گرده. دلیل؟ اینترنت پرو.\nاگه قرار بود وصل شه این سیرک پرو راه نمی‌افتاد.\nدلیلش چیه که نت برگردن به ۴،۵ ماه پیش و یه عده گیگی ۴۰ تومن بابت همون سرویس پول بدن؟\nتا روزی که آخوند هست با نت بای بای کن.	https://x.com/RobberFoul/status/2050183457242767523
Fri May 01 11:50:36 +0000 2026	OurStory_M	0	0	امروز توی بانک همه‌اش بحث این «اینترنت پرو» و دسترسی‌های خاص بود. سخنگوی مجلس هم گفته این وضعیت مصداق تبعیضه. واقعاً توی این ۶۳ روزی که اینترنت قطعه، چرا باید یه عده رانت داشته باشن؟ من و سامان برای یه چت ساده هم کلی مکافات داریم، اونوقت بقیه... خداروشکر که کسی هم گردن نمی‌گیره!	https://x.com/OurStory_M/status/2050181089159753871
Fri May 01 11:35:19 +0000 2026	street2584	40	14	اینترنت ؛ طبقاتی\nشغل و مقام ؛ طبقاتی\nخانه و مسکن ؛ طبقاتی\nآب و برق ؛ طبقاتی\nپول ارز ؛ طبقاتی\nقانون ؛ طبقاتی\n\nتو کشوری که حتی نفس کشیدن سالم هم طبقاتی شده، تازه می‌فهمی «جمهوری» فقط یه اسم قشنگه برای یه واقعیت کثیف؛ ساختاری که از بالا تا پایینش بوی تبعیض و بی‌عدالتی می‌ده.	https://x.com/street2584/status/2050177243423363214
Fri May 01 11:30:13 +0000 2026	sobheazadi69	1	0	نکنه خدایی نکرده اونی که دستور قطع اینترنت رو داده موشک بهش خورده که ۶۳ روزه اینترنت رو وصل نمیکنید و اینترنت طبقاتی رو گردن نمیگیرید!؟	https://x.com/sobheazadi69/status/2050175958280228950
Fri May 01 11:29:37 +0000 2026	ArashHussein	10	1	🚨 اینترنت تو ایران وارد روز ۶۳ قطعی و محدودیت شده و هنوزم دسترسی درست‌حسابی به اینترنت جهانی نیست. همزمان بحث «اینترنت پرو» و دسترسی‌های تبعیض‌آمیز داغه. از اون طرف، مشاور وزیر میگه اینترنت اصلاً تو اولویت دولت نیست و برگردوندنش بستگی به شرایط امنیتی داره؛+\n#DigitalBlackOutIran‌	https://x.com/ArashHussein/status/2050175807046197615
Fri May 01 11:10:33 +0000 2026	nima_farzaneh	8	0	نزدیک ۵۰ روز هیچ مدلی نمیشد به اینترنت وصل بشی، کانفیگ پولی هم نبود، تاریکی مطلق،\nیهو چی شد که تا بحث اینترنت پرو و طبقه بندی مشاغل شد، این کانفیگهای پولی و گرون پیداشون شد؟\n شک ندارم جمهوری اسلامی راه جدیدی برای پول در آوردن پیدا کرده...\nبر باعث و بانی اش لعنت	https://x.com/nima_farzaneh/status/2050171009727094922
Fri May 01 10:32:55 +0000 2026	bbcpersian	6	0	محمدحافظ حکمی،‌ مشاور وزیر ارتباطات ایران گفته است که اینترنت پرو «طرح وزارت ارتباطات نیست و این وزارتخانه در این مورد مجوزی صادر نکرده است.» به گفته او مجوز گرفتن این نوع اینترنت صرفا مربوط به کسب و کارهاست که در شرایط جنگ بتوانند خدمات‌رسانی داشته باشند. https://t.co/Ts3Hbipmn4	https://x.com/bbcpersian/status/2050161538992894460
Fri May 01 10:13:45 +0000 2026	mowjt4b4	13	0	اینترنت پرو «بله» رو هم میاره ؟!!\nبا اینترنت معمولی که وصل نمیشه	https://x.com/mowjt4b4/status/2050156713018269771
Fri May 01 10:07:01 +0000 2026	Dokhtarhaji	70	3	دوستانی که نشستین اون سر دنیا هی به ما میگین بله نصب نکنید، اینترنت پرو نگیرید، فیلترشکن از کجا آوردی که همش وصلی\n\nقرار باشه به هیچی وصل نباشیم یه راهکار برای ادامه زندگی هم بهمون بدین	https://x.com/Dokhtarhaji/status/2050155019253485963
Fri May 01 09:53:40 +0000 2026	marzieh1993	89	3	بی‌عدالتی مثل قطعی اینترنت برای عموم مردم و خط سفید و پرو و کوفت برای یه عده	https://x.com/marzieh1993/status/2050151660542898609
Fri May 01 09:44:12 +0000 2026	Seatyir	68	0	اینترنت پرو چه عنیه نتو وصل کنید کم کم شدیم کره شمالی	https://x.com/Seatyir/status/2050149278136635776
Fri May 01 09:23:55 +0000 2026	iranwire	14	0	روز شصت‌وسوم قطعی اینترنت در ایران در حالی سپری می‌شود که همچنان دسترسی کاربران به اینترنت جهانی با محدودیت‌های گسترده مواجه است.\n\n همزمان بحث اجرای طرح‌های دسترسی ویژه مانند «اینترنت پرو» و شکل‌گیری مدل‌های تبعیض‌آمیز اتصال در فضای مجازی ادامه دارد. \n\nدر همین شرایط، مشاور وزیر https://t.co/d4azen0Yi9	https://x.com/iranwire/status/2050144174356246719
Fri May 01 09:21:05 +0000 2026	AbolhoseiniH	0	0	با وجود سیم‌های سفید، اینترنت پرو و کانفیگ‌های گران ادامه قطعی #نت در شرایط این روزها بنظر میرسد\nنه ضرورتی دارد\nنه تناسبی دارد\nنه روند شفافی دارد\nو نه موقت است.\nو این آخری از بقیه موارد تاسف‌بارتر است\nو رفتار شرافتمندی امروز در گفتن و مطالبه این حق عمومی‌ست حتا اگر سیم سفید دارید	https://x.com/AbolhoseiniH/status/2050143460632482154
Fri May 01 09:14:26 +0000 2026	tweetkhaaan	1	0	@bostanchi1 کلاهبردایه ، از سمت زیر ساخت کلیه فروش اینترنت پرو فعلا بسته شده. ولی کلا آقای اخوان مسوول این کار شمایید	https://x.com/tweetkhaaan/status/2050141786530582710
Fri May 01 08:52:10 +0000 2026	amirebayat	1	0	@Citnanewsagency @hafez_hakami @ICTIRI این حرفارو میزنن بیشتر نگران میشم که اصلا دیگه اینترنت رو وصل نکنن \nمثل اینکه این اینترنت پرو خوب واسشون بازار داشته	https://x.com/amirebayat/status/2050136182785278159
Fri May 01 08:46:57 +0000 2026	Sarrafsaeed	28	1	همه این روزها از قطعی اینترنت میگن، منم نه سیم‌سفید، نه نت پرو گرفتم و ازینکه انقد پول وی‌پی‌ان دادم کلافه هستم اما، من ازینکه یه سیاستی در پیش گرفته بشه که صدای لجن‌هایی مثل علی کریمی به گوش مردم نرسه حمایت می‌کنم.\nآزادی بی‌حد و حصر کشکه و توی یک دهه گذشته افکار عمومی کشور	https://x.com/Sarrafsaeed/status/2050134871322857689
Fri May 01 08:22:49 +0000 2026	bostanchi1	718	39	دیروز کسی زنگ زد و گفت ۶۰ میلیون تومان بده اینترنت‌پرو برایت فعال کنم!\n\nآقای اخوان مدیرعامل همراه اول! شما مسئول این بازار سیاه و اینترنت طبقاتی ننگین هستید، شما بزرگترین اپراتور منطقه را به سطح بزرگترین VPN فروش تنزل دادید. https://t.co/3vR2ZlEzQq	https://x.com/bostanchi1/status/2050128798008373553
Fri May 01 08:09:43 +0000 2026	Avash_media	18	1	اینترنت پرو مطلقا طرح وزارت ارتباطات نیست\n\nمشاور وزیر ارتباطات:\nنه این طرح ، طرح وزارت ارتباطات بوده نه وزارت ارتباطات مجوزی صادر کرده بود.\n\nاساسا مجوزی که پیگیران این طرح گرفته بودند صرفا مربوط به کسب و کارها بوده که در شرایط بحران بتوانند پایداری خدمت رسانی خودشان داشته باشند.	https://x.com/Avash_media/status/2050125498827538595
Fri May 01 08:02:45 +0000 2026	yasin_salemi	5	1	#اینترنت_طبقاتی (اینترنت پرو) کار وزارت قطع ارتباطات نبوده؟ تخلف شده؟ به همین راحتی تو همه قسمت‌های سیستم مملکتی تخلف صورت میگیره؟\nچقدر جالب	https://x.com/yasin_salemi/status/2050123745516286051
Fri May 01 07:54:08 +0000 2026	mehdi32497664	1	0	@AlphaM96937 خیلی سخته\nحق دارین\nمن کانفیگ دیگه بلد نیستم ولی هرکی بلده میتونم سرور رایگان بهش بدم که مردم رو وصل کنه\nتقریبا همه راهها رو بستن\nبا دوستان داخل ایران که صحبت میکنم فقط استارلینک کار میکنه و یک عده که با نظام بستن و یک جزئی هم تز سیم کارت سفید ها میفروشن	https://x.com/mehdi32497664/status/2050121580982710734
Fri May 01 07:51:36 +0000 2026	IranIntlbrk	16	1	محمد معتمدی‌زاده، سخنگوی کمیسیون اصل نود مجلس: اینترنت پرو و دسترسی‌های خاص مصداق «تبعیض» است و مجلس احتمالاً به این پرونده ورود می‌کند	https://x.com/IranIntlbrk/status/2050120939828834395
Fri May 01 07:34:22 +0000 2026	isna_farsi	8	0	مشاور وزیر ارتباطات: روزانه پیگیر بازگشایی اینترنت هستیم\n-امیدواریم خیلی زود اینترنت به حالت عادی بازگردد\n-وزارت ارتباطات برای اینترنت پرو مجوزی صادر نکرده است\n-در اجرای طرح اینترنت پرو، حتما کج سلیقگی و تخلف اتفاق افتاده\nhttps://t.co/ZXqOSOFsFg https://t.co/O4MSb9gyqV	https://x.com/isna_farsi/status/2050116603828638093
Fri May 01 07:13:48 +0000 2026	hamedh5980	9	0	پس یعنی این اینترنت پرو رو کی الان داره می‌فروشه؟! \nیعنی انقدر خرتوخره که انترنتی داره توزیع میشه که وزارت ارتباطات باهاش موافق نیست؟! چند تا دولت داریم؟! https://t.co/zypaHOchrP	https://x.com/hamedh5980/status/2050111428208496707
Fri May 01 07:13:17 +0000 2026	Tasnimnews_Fa	15	0	اینترنت پرو مطلقا طرح وزارت ارتباطات نیست\n\nمشاور وزیر ارتباطات:\n\nاساسا مجوزی که پیگیران این طرح گرفته بودند صرفا مربوط به کسب و کارها بوده که در شرایط بحران بتوانند پایداری خدمت‌رسانی خودشان داشته باشند\n\nدر اجرای طرح اینرتنت پرو، حتما کج‌سلیقگی و تخلف اتفاق افتاده است	https://x.com/Tasnimnews_Fa/status/2050111297576997296
Fri May 01 07:10:32 +0000 2026	Yas86863661MIGA	2	0	@zahra_Mahs @h_alizadeh93 دیگه برای بیشرفی رودربایستی هم ندارین…. داری میگی تو اینترنت پرو داری ک خیلیا ندارن! اون خیلیا مردم عادی هستن ک از حق طبیعی و مسلمشون محرومن!!!! باید گیگی خدا تومن بدن ک ب جهان ازاد وصل شن! لعنت بهتون…. ج ا تو تاریخ چه ها ازش بنویسن	https://x.com/Yas86863661MIGA/status/2050110607416762736
Fri May 01 06:52:40 +0000 2026	Niloofar576311	26	0	منظورت اینترنت پرو ا گیگی ۴۰ تومنه؟\n اونم باید بافیلترشکن وصل شد	https://x.com/Niloofar576311/status/2050106111844360282
Fri May 01 06:28:51 +0000 2026	internet_pro7	0	0	مقاله جنجالی @SharghDaily : ادعای تبعیض آمیز بودن «اینترنت پرو» در شرایط جنگی پذیرفتنی نیست\n\nانتقادها از #اینترنت_پرو بر بستر بی اعتمادی شکل گرفته و این نگرش تا حدی به نتیجه عملکردها در قضیه فیلترینگ بر میگردد.	https://x.com/internet_pro7/status/2050100115008844140
Fri May 01 06:15:59 +0000 2026	AK19q1	1	0	@mahyar_zahed آدرس غلط نده \nملت ایران رو تبعیض به انفجار رسونده!\nاینکه یک عده سیم کارت سفید دارن بقیه اینترنت ندارن!\nاستخدام دارن سهمه دانشگاه دارن بچه هاشون خارج بی حجاب اند! \n حتی ترافیک تهران هم برای اونها نیست پشت ماشین چراغ دورنگ دارن\nاجازه واردات ،تجارت ،رانت ،وام \nبازم بگم؟	https://x.com/AK19q1/status/2050096876981031306
Fri May 01 06:12:24 +0000 2026	IranIntlbrk	15	0	محمدحافظ حکمی، مشاور وزیر ارتباطات: اینترنت پرو مطلقا طرح وزارت ارتباطات نیست و در اجرای آن «کج‌سلیقگی و تخلف» رخ داده است	https://x.com/IranIntlbrk/status/2050095975792869608
Fri May 01 05:15:04 +0000 2026	antimpb	0	0	۶. و در نهایت ببینیم چطور بقیه رو میتونیم وصل کنیم. از همین ابزار استفاده کنیم برای رسوندن صدای اعتراض اونایی که هنوز اینترنت ندارن. علمای کامپیوتر ابزار های مناسب رو برای به اشتراک گذاشتن این اینترنت پرو بین حداقل حلقه اطرافیامون رو بنویسن و در اختیارمون بذارن و ....	https://x.com/antimpb/status/2050081546598547706
Fri May 01 05:08:47 +0000 2026	shvzdbz	0	0	@MAAHHTAABB تو گه میخوری با سیم کارت سفید میای از طرف مردم حرف میزنی بی وجدان. کلی از مردم کارشونو از دست دادن، درآمد ندارن بخاطر قطعی اینترنت. تو فاحشه دوزاری تن‌فروشی میکنی که اینترنت بگیری بعد میگی اینترنت دغدغه مردم نیست	https://x.com/shvzdbz/status/2050079967875387493
Fri May 01 02:16:40 +0000 2026	h_alizadeh93	25	0	@zahra_Mahs من نگفتم پول می‌گیرند. و من از اینترنت پرو استفاده نمی‌کنم و اتفاقا به این تبعیض هم اعتراض کردم.\nبحث یک بار از کوچه رد شدن نیست، هرشب در خیابان‌های اصلی بودنه. میتونن یک یا دو خیابان رو انتخاب کنند، که بقیه هم تکلیفشون رو بدونند و مسیر جایگزین انتخاب کنند.	https://x.com/h_alizadeh93/status/2050036652408512537
Fri May 01 01:00:52 +0000 2026	Cancer_4U	12	0	@if_congress ۹۸٪ افراد در این تصویر پایبند بر ارزش های سیاسی و اجتماعی چپگرا هستن که عالیه\nدر مرحله ی دو ماه قطعی اینترنت ملت ایران و طبقاتی شدن اون طی ارزش های کپیتالیسم ، این افراد کجا بودن؟\nچه عمل موثری انجام دادن مادرجنده؟\n#ریدم_تو_اسلام\n#پنجاه_و_هفتی_کصننت	https://x.com/Cancer_4U/status/2050017577510768758
