2050247292725166217	Fri May 01 16:13:40 +0000 2026	✅ حسام علاءالدین، شهروند ۴۰ ساله که گفته می‌شود «به‌دلیل داشتن اینترنت ماهواره‌ای استارلینک» بازداشت شده بود، از دنیا رفت.  بنا بر گزارش‌ها او که پدر دو دختر بود،‌ در اثر شکنجه در بازداشت جان باخته است و پیکر بی‌جانش را به خانواده‌اش تحویل دادند.  همزمان با قطع اینترنت و سانسور گسترده در ایران، جمهوری اسلامی ایرانیانی که از وسایل ارتباطی چون استارلینک و یا شبکه‌های اجتماعی استفاده کنند را دستگیر و مجازات می‌کند. اينديپندت
2050247029796774069	Fri May 01 16:12:38 +0000 2026	هرجای دنیا بری بگی تو ایران یه نفر رو بازداشت کردند چون اینترنت استارلینک داشته اول مسخره‌ت میکنند، بعد بگی طرف رو تو همون بازداشت و زندان شکنجه کردند, با تعجب نگاهت میکنند و بعدتر که بگی طرف زیر شکنجه تو زندان کشته شده، مستقیم میبرنت تیمارستان..  #حسام_علاءالدین  #IranMassacre‌ https://t.co/WpeKGoV24G
2050242536061423944	Fri May 01 15:54:46 +0000 2026	شاهزاده رضا پهلوی در واکنش به خبر کشته شدن حسام علاءالدین، از بستگان مالک پاساژ علاءالدین تهران، در ایکس نوشت: حکومت «جنایتکار» جمهوری اسلامی حسام علاءالدین را پس از بازداشت به دلیل استفاده از استارلینک زیر شکنجه کشت
2050238271918047636	Fri May 01 15:37:50 +0000 2026	کاربران شبکه‌های اجتماعی از جان باختن حسام علاءالدین، شهروند ۴۰ ساله که گفته می‌شود «به‌دلیل داشتن اینترنت ماهواره‌ای استارلینک» بازداشت شده بود، خبر می‌دهند.  بنا بر گزارش‌ها او که پدر دو دختر بود،‌ در اثر شکنجه در بازداشت جان باخته است و پیکر بی‌جانش را به خانواده‌اش تحویل دادند.  همزمان با قطع اینترنت و سانسور گسترده در ایران، جمهوری اسلامی ایرانیانی که از وسایل ارتباطی چون استارلینک و یا شبکه‌های اجتماعی استفاده کنند را دستگیر و مجازات می‌کند.
2050235587882299489	Fri May 01 15:27:10 +0000 2026	حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، به‌دلیل داشتن اینترنت استارلینک در خانه‌اش بازداشت شد. بنا بر گزارش‌های منتشرشده، مزدوران خامنه‌ای او را زنده از منزلش بردند و چند روز بعد، با خانواده‌اش تماس گرفتند تا برای تحویل گرفتن پیکرش مراجعه کنند. https://t.co/O2pP9qT019
2050234984581955874		
2050234636328992803	Fri May 01 15:23:23 +0000 2026	گزارش‌ها حاکی است که حسام علاءالدین، شهروند ۴۰ ساله اهل تهران و پدر دو کودک، پس از بازداشت توسط نیروهای امنیتی و در پی ضرب‌وشتم جان خود را از دست داده است. بر اساس این گزارش‌ها، اتهام او مالکیت اینترنت ماهواره‌ای استارلینک»عنوان شده است.  به گزارش ایران‌وایر به نقل منابع مطلع، حسام علاءالدین حدود دو هفته پیش بازداشت و برای بازرسی به منزلش منتقل شده بود. گزارش‌ها می‌گویند در جریان تفتیش، پس از کشف تجهیزات مربوط به اینترنت ماهواره‌ای، او مورد ضرب‌وشتم شدید قرار گرفته و در همان محل جان باخته است.  این منابع گفته‌اند، نهادهای امنیتی جمهوری اسلامی ایران پس از این حادثه، خبر مرگ او را پنهان کرده و پیکرش را به مکان نامعلومی منتقل کرده‌اند. به گفته این منابع، پیکر او چند روز بعد و پس از گرفتن تعهد از خانواده برای عدم اطلاع‌رسانی، تحویل داده شده است.  بر اساس این گزارش‌ها، مراسم خاکسپاری او روز چهارشنبه نهم اردیبهشت‌ماه تحت تدابیر امنیتی و با محدودیت اطلاع‌رسانی برگزار شده است.
2050231534284599549	Fri May 01 15:11:03 +0000 2026	🔴 مرگ مشکوک حسام علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛ پس از اتهام استفاده از استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است. #حکومت_جنایتکاران_و_شکنجه_گران https://t.co/ygJI9CkIw9
2050231444060975397	Fri May 01 15:10:42 +0000 2026	🔴 مرگ مشکوک حسام علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛ پس از اتهام استفاده از استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است. #حکومت_جنایتکاران_و_شکنجه_گران https://t.co/qbo9xtTqSp
2050227300113764538	Fri May 01 14:54:14 +0000 2026	قتل حکومتی حسام علاءالدین پس از بازداشت به اتهام استفاده از استارلینک  اردیبهشت ۱۴۰۵  #زن_زندگی_آزادی  #جمهوری_اسلامی_نابود_باید_گردد #نه_به_اعدام #زندانی_سیاسی_آزاد_باید_گردد https://t.co/4dmD03R7N2
2050225950432919639	Fri May 01 14:48:52 +0000 2026	حسام علاءالدین، پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان باخت.  اتهام: «استفاده از اینترنت جهانی» (مرتبط با استارلینک) اما تا الان هیچ توضیح رسمی درباره علت مرگ او منتشر نشده. مرگی دیگر در بازداشت؛ با ابهام‌های جدی. #حسام_علاءالدین #حقوق_بشر https://t.co/4lUDDGrxIH
2050224508544438650	Fri May 01 14:43:08 +0000 2026	⭕️ مرگ مشکوک حسام علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛ پس از اتهام استفاده از استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  او به‌همراه برادرش و با اتهام «استفاده از اینترنت جهانی» بازداشت شده بود؛ اتهامی که به استفاده از استارلینک نسبت داده شده و ابهامات زیادی درباره مبنای آن وجود دارد.  گزارش‌های منتشر شده حاکی از آن است که این شهروند پیش از بازداشت، زندگی عادی داشته و مرگ او در بازداشت، نگرانی‌هایی جدی درباره وضعیت سایر بازداشت‌شدگان ایجاد کرده است.  با گذشت زمان از این رویداد، تاکنون هیچ مقام رسمی درباره علت بازداشت یا چگونگی مرگ او توضیحی ارائه نکرده است.  این در حالی است که در ماه‌های اخیر، موارد متعددی از مرگ‌های مشکوک در بازداشتگاه‌ها مطرح شده و نگرانی‌ها درباره امنیت و وضعیت زندانیان افزایش یافته است.  #حسام_علاءالدین #استارلینک #مرگ_در_بازداشت #نه_به_شکنجه #مرگ_مشکوک #اینترنت_آزاد #جان_زندانیان_سیاسی_درخطر_است
2050221254339440718	Fri May 01 14:30:12 +0000 2026	این جان ها، این نام ها، این زندگی ها، تک تک شون مدرک وحشت و زبونی ج ا در مقابل مردم هستن. حسام به خاطر داشتن استارلینک بازداشت شده و زیر شکنجه جانش رو گرفتن. ساسان نوجوان رو به خاطر سنگ پرانی اعدام کردن.  چقدر حقیرین  #DigitalBlackOutIran‌
2050220958716248234	Fri May 01 14:29:02 +0000 2026	به گوش ایلان ماسک برسونید که پدر یه خانواده رو به خاطر استارلینک کشتن #حسام_علاءالدین
2050220914780918011	Fri May 01 14:28:52 +0000 2026	فردی رو به جرم! داشتن استارلینک بازداشت و در اثر شکنجه کشتنش! اون یکی دیگه رو به جرم سنگ‌پرانی اعدام کردن! بعد این جاکشا میگن ۳۲۰۰ کم بوده! ثابت کنید ۴۰۰۰۰هزارتا بوده! جون آدم‌ها براشون صرفا عدده!. https://t.co/u03ENzbZXa
2050218637340926347	Fri May 01 14:19:49 +0000 2026	کاربران شبکه‌های اجتماعی از جان باختن حسام علاءالدین، شهروند ۴۰ ساله که گفته می‌شود «به‌دلیل داشتن اینترنت ماهواره‌ای استارلینک» بازداشت شده بود، خبر می‌دهند.  او که پدر دو دختر بود،‌ در اثر شکنجه در بازداشت جان باخته است و پیکر بی‌جانش را به خانواده‌اش تحویل دادند. https://t.co/i5Y6Dg326z
2050217922706956358	Fri May 01 14:16:58 +0000 2026	مرگ مشکوک حسام علاءالدین بـر اثـر شکنجه در بـازداشتگاه؛ پس از اتهام استفاده از استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است. #نه_شاه_نه_شیخ  #نه_به‌_اعدام https://t.co/l8k2nSR6iT
2050216602956620190	Fri May 01 14:11:43 +0000 2026	مرگ مشکوک حسام علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛ پس از اتهام استفاده از استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است. https://t.co/fMLpMfvUef
2050215613335839225	Fri May 01 14:07:48 +0000 2026	مرگ مشکوک حسام علاءالدین پس از بازداشت با اتهام استفاده از اینترنت استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی دچار مرگ مشکوک شد.  تاکنون هیچ مقام رسمی درباره علت بازداشت یا چگونگی مرگ او توضیحی ارائه نکرده است https://t.co/QiQtZ32C5J
2050214215441436851	Fri May 01 14:02:14 +0000 2026	مرگ مشکوک #حسام_علاءالدین، بر اثر شکنجه در بازداشتگاه به جرم استفاده از استارلینک!  حسام علاءالدین، ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داد. او به‌همراه برادرش و با اتهام «استفاده از اینترنت جهانی» بازداشت شده بود. https://t.co/xGVCYYdBIV
2050214169937318048	Fri May 01 14:02:03 +0000 2026	📷📢  🔻🌟👈حسام علاءالدین به خاطر استفاده از استارلینک دستگیر و تا حد مرگ کتک خورد.  جسد بی جان #حسام_علاءالدین (سمت چپ) پس از مدتی پس از دستگیری و ضرب و شتم به اتهام «استفاده از استارلینک» به خانواده اش بازگردانده شد.  این شهروند ۴۰ ساله، خویشاوند احمد علاءالدین، یکی از 👇 https://t.co/nHxqAqZUw4
2050213898163278258	Fri May 01 14:00:59 +0000 2026	حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، به‌دلیل داشتن اینترنت استارلینک در خانه‌اش بازداشت شد. بنا بر گزارش‌های منتشرشده، مزدوران خامنه‌ای او را زنده از منزلش بردند و چند روز بعد، با خانواده‌اش تماس گرفتند تا برای تحویل گرفتن پیکرش مراجعه کنند. https://t.co/BkPK375Ihu
2050213307353559491	Fri May 01 13:58:38 +0000 2026	🔴مرگ مشکوک #حسام_علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛ پس از اتهام استفاده از استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  او به‌همراه برادرش و با اتهام «استفاده از اینترنت جهانی» بازداشت شده بود؛ اتهامی که به استفاده از استارلینک نسبت داده شده و ابهامات زیادی درباره مبنای آن وجود دارد.  گزارش‌های منتشر شده حاکی از آن است که این شهروند پیش از بازداشت، زندگی عادی داشته و مرگ او در بازداشت، نگرانی‌هایی جدی درباره وضعیت سایر بازداشت‌شدگان ایجاد کرده است.  با گذشت زمان از این رویداد، تاکنون هیچ مقام رسمی درباره علت بازداشت یا چگونگی مرگ او توضیحی ارائه نکرده است.  این در حالی است که در ماه‌های اخیر، موارد متعددی از مرگ‌های مشکوک در بازداشتگاه‌ها مطرح شده و نگرانی‌ها درباره امنیت و وضعیت زندانیان افزایش یافته است. #انحلال_سپاه_پاسداران #IranRevolution #Iran
2050212628492857557		
2050212236937908656	Fri May 01 13:54:23 +0000 2026	حسام علاءالدین؛   تحویل پیکرش پس از بازداشت  حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، به‌دلیل داشتن اینترنت استارلینک در خانه‌اش بازداشت شد. پس از چند روز، خانواده‌اش را خبر کردند تا برای تحویل پیکرش اقدام شود.  این روایت، بار دیگر چهره جنایتکار حکومتی را نشان می‌دهد که حتی داشتن راه ارتباطی آزاد با جهان را با بازداشت، شکنجه و مرگ پاسخ می‌دهد.  #نه_به‌_اعدام  #نه_شاه_نه_شیخ  #MEKResistanceUnits  @volker_turk @drmaisato Iran
2050210693836583057	Fri May 01 13:48:15 +0000 2026	مرگ مشکوک حسام علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛ پس از اتهام استفاده از استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  او به‌همراه برادرش و با اتهام «استفاده از اینترنت جهانی» بازداشت شده بود؛ اتهامی که به استفاده از استارلینک نسبت داده شده و ابهامات زیادی درباره مبنای آن وجود دارد.  گزارش‌های منتشر شده حاکی از آن است که این شهروند پیش از بازداشت، زندگی عادی داشته و مرگ او در بازداشت، نگرانی‌هایی جدی درباره وضعیت سایر بازداشت‌شدگان ایجاد کرده است.  با گذشت زمان از این رویداد، تاکنون هیچ مقام رسمی درباره علت بازداشت یا چگونگی مرگ او توضیحی ارائه نکرده است.  این در حالی است که در ماه‌های اخیر، موارد متعددی از مرگ‌های مشکوک در بازداشتگاه‌ها مطرح شده و نگرانی‌ها درباره امنیت و وضعیت زندانیان افزایش یافته است.
2050209465371107560	Fri May 01 13:43:22 +0000 2026	مرگ مشکوک حسام علاءالدین بر اثر شکنجه در بازداشتگاه؛ نامبردە پس‌از اتهام استفاده از استارلینک بازداشت شدە بود!  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، به‌دلیل داشتن اینترنت استارلینک در خانه‌اش بازداشت شد. بنا بر گزارش‌های منتشرشده، مزدوران خامنه‌ای او را زنده از منزلش بردند و چند روز بعد، با خانواده‌اش تماس گرفتند تا برای تحویل گرفتن پیکرش مراجعه کنند.  گزارش‌های منتشر شده حاکی از آن است که این شهروند پیش از بازداشت، زندگی عادی داشته و مرگ او در بازداشت، نگرانی‌هایی جدی درباره وضعیت سایر بازداشت‌شدگان ایجاد کرده است.  این روایت، بار دیگر چهره جنایتکار حکومتی را نشان می‌دهد که حتی داشتن راه ارتباطی آزاد با جهان را با بازداشت، شکنجه و مرگ پاسخ می‌دهد.
2050209332818477062	Fri May 01 13:42:50 +0000 2026	#فوری  🚨📢ایران اینترنشنال:حسام علاءالدینِ ۴۰ ساله از مالکان پاساژ علاءالدین از اقوام مالک پاساژ علاءالدین و پدر دو کودک، بخاطر داشتن استارلینک،بازداشت و زیر شکنجه کشته شد!🖤💔 https://t.co/9geDm99Mfs
2050208302886199635	Fri May 01 13:38:45 +0000 2026	«دشمن پَست» تویی که جوانان ایران را به جرم «پرتاب سنگ و اتصال به استارلینک» به قتل رساندی. دادگاه خیابانی‌ و زوزه کشیدن تو همراه با صلواتی و مقیسه زیر دست و پای مردم، را به انتظار نشسته ایم. پایانی شبیه به امجد یوسف‌ و قذافی! @ejei_org https://t.co/ZE9GE27YnX
2050206141200650282	Fri May 01 13:30:09 +0000 2026	#حسام_علاءالدین ۴۰ ساله از مالکان پاساژ علاءالدین و پدر دو کودک، بخاطر داشتن استارلینک، بازداشت و زیر شکنجه کشته شد.
2050205816301453764	Fri May 01 13:28:52 +0000 2026	حسام علاالدین جاویدنام نیستن، توی اعتراضات نبوده. و فقط به دلیل داشتن استارلینک بازداشت و کشته شده.
2050205667298799924	Fri May 01 13:28:16 +0000 2026	دیروز رئیس وایتم ازم پرسید اتفاقا که استارلینک نمیتونی بگیری واسه خانواده؟؟ چرا داداش ، امازون سفارش دادم تو راهه
2050205586675892585	Fri May 01 13:27:57 +0000 2026	⚡️ جدید  ⚫ گزارش ایران اینترنشنال:  حسام علاءالدینِ ۴۰ ساله از مالکان پاساژ علاءالدین و پدر دو کودک، بخاطر داشتن استارلینک، بازداشت و زیر شکنجه کشته شد.
2050203071783833951	Fri May 01 13:17:57 +0000 2026	مرگ مشکوک #حسام_علاءالدین بـر اثـر #شکنجــه در #بـازداشتگاه؛ پس از اتهام استفاده از #استارلینک  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است. #مرگ_بر_جمهوری_اسلامی https://t.co/4pGheOmnLK
